Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity
1105,sleigh,0.1745439430945278,5.646828009898476,0.25
1105,sure,0.06634301973116963,7.727661687918584,0.0001
1105,slow,0.08286259688504738,7.243281780794299,0.0001
1105,sleep,0.32987505304068065,7.365752430885306,0.5
1105,slap,0.3396199941835395,5.967961482233245,0.75
1105,smoke,0.4316887822722275,7.015832736215261,0.25
1105,smother,0.3492972883951193,5.4434116394054195,0.4
1105,smell,0.3502127879915792,6.827922129458842,0.4
1105,song,0.29515896166307565,7.268436030800272,0.25
1106,suck,0.0001,6.002653666998713,0.0001
1106,soggy,0.4776938413387475,5.407260001476113,0.25
1106,saw,0.24600033126931609,7.844438746128859,0.25
1106,soccer,0.2507402054555652,6.065048004120502,0.25
1106,saw,0.2507402054555652,7.844438746128859,0.25
1106,set,0.33048577566162796,8.06384952470184,0.3333
1106,sit,0.32513726650188035,7.2589020163130495,0.6667
1106,side,0.4128078463080602,7.990501249669921,0.3333
1106,slide,0.34138981368736154,6.712599704384631,0.75
1106,slab,0.32303383117616624,6.230886316602612,0.5
1106,saddle,0.35444929818862025,6.578891806504196,0.2
1107,sugar,0.0001,7.202112247068872,0.0001
1107,spice,0.43485436295634616,6.014153711654178,0.0001
1107,salmon,0.23894810604467187,6.535997664047996,0.2
1107,sarcastic,0.2074737443223309,5.805962772438023,0.2222
1107,salmonella,0.04138058806837541,5.67909887116531,0.1111
1107,sideways,0.1312303142683715,6.0914481728057845,0.1111
1107,sarcastic,0.2898109415655422,5.805962772438023,0.1111
1107,sauce,0.26053228634768866,6.681304929228978,0.2222
1107,sassy,0.329960166877701,5.120093309340506,0.5
1107,sopanotic,0.2921894588371683,0.0001,0.2222
1107,shore,0.3334102837721932,7.066002078186068,0.0001
1107,seashell,0.47163503830583897,4.752969865029084,0.2
1107,sink,0.5090886667566727,6.666522005248026,0.2
1107,sail,0.47865387589968733,6.713868139492907,0.25
1107,straw,0.3749012445334132,6.580158756394416,0.25
1107,sand,0.36627371865945757,7.111572392531399,0.25
1107,slip,0.27296710787702505,6.771356457083843,0.25
1107,stink,0.32266708537988475,5.658647577547006,0.4
1107,shout,0.2255715726287989,6.43432694100328,0.0001
1107,shark,0.3049616954470309,6.054603863042017,0.25
1108,so,0.0001,8.754624443157086,0.0001
1108,some,0.4503181275827124,8.636168966004211,0.3333
1108,sought,0.21158663415013224,7.252633134967408,0.3333
1108,sod,0.2518109428171479,5.973941623873232,0.3333
1108,saw,0.22640095835516827,7.844438746128859,0.3333
1108,see,0.5682082572858832,8.548471884483492,0.5
1108,saw,0.5682082572858832,7.844438746128859,0.5
1108,sock,0.2384167739853239,5.611217575584204,0.3333
1108,sludge,0.2882974070655202,6.033287413875397,0.25
1108,snow,0.2907822924255299,7.1491371433873026,0.25
1108,sleet,0.612806144151559,5.493647621331284,0.25
1109,sky scraper,0.0001,3.1522883443830563,0.0001
1109,scrape,0.4304140289363202,5.9356800423654095,0.4444
1109,sweet,0.11632498528216206,7.258227813889844,0.2
1109,sugar,0.42070334468001436,7.202112247068872,0.0001
1109,slander,0.2617359029154933,5.930651083416532,0.1667
1109,sick,0.20108683674365935,7.130031909374745,0.1667
1109,sad,0.4865800618411985,6.969575993988795,0.3333
1109,solemn,0.42531037992838194,6.683883645386066,0.2
1109,sold,0.24075912077855166,7.307792091588596,0.4
1109,sack,0.29867110897574123,6.315970345456917,0.25
1109,suck,0.32619412430090033,6.002653666998713,0.6667
1109,scrupulous,0.3148232287649009,5.833621961457272,0.1
1109,sent,0.09059074852297533,7.664274644009382,0.1
1110,start,0.0001,7.5054501891682,0.0001
1110,stop,0.5438878771777479,7.459844416428481,0.6
1110,sex,0.2659366797809388,7.375050542790142,0.25
1110,stand,0.33190308237719923,7.524294021687259,0.2
1110,satisfactory,0.07309691769855631,6.924136048667886,0.2727
1110,sea,0.1486088886050143,7.6537056597714415,0.0909
1110,send,0.28031148372107473,7.346595016382697,0.25
1110,sad,0.2816244613694945,6.969575993988795,0.5
1110,sound,0.2777909741856477,7.61715626051434,0.5
1110,sensual,0.312449496022289,6.121736414812584,0.25
1110,scratch,0.36263837400119514,6.287986153989893,0.125
1110,scar,0.38900102204589837,6.2131770940487225,0.4
1110,send,0.08235988350316747,7.346595016382697,0.25
1111,science,0.0001,7.677882870145387,0.0001
1111,similarity,0.2669548118737808,6.587375856687649,0.2
1111,silver,0.11204139941513724,7.317253288919921,0.2
1111,silence,0.264037611839562,7.211095326873534,0.3333
1111,shingle,0.039339514732922964,5.653453721491571,0.0001
1111,shiver,0.17491781751245905,5.874210951508707,0.3333
1111,sieve,0.14297411569702767,5.938244451359276,0.5
1111,slight,0.21315023596717864,7.0759190908240255,0.25
1111,sled,0.21942548022506936,5.767668550508465,0.5
1111,sloth,0.24829904286558024,5.603616316582675,0.5
1111,serious,0.056996185196954596,7.438836351257019,0.1667
1111,serial,0.21071265487111335,6.497168859078045,0.8333
1111,sugar,0.2659666550757468,7.202112247068872,0.0001
1111,seraphim,0.20438085672616557,5.261698134929422,0.0001
1111,silly,0.1699047083068682,6.539029026753216,0.2
1111,shewanella,0.21522840732439086,3.636588183729842,0.125
1111,species,0.23264282265454306,7.556211349679897,0.0001
1111,sit,0.08021993014091622,7.2589020163130495,0.1667
1112,shirt,0.0001,6.810552473794942,0.0001
1112,satchel,0.36109212715780803,5.4368223370003825,0.1429
1112,smile,0.1165179616260632,7.213659178501003,0.2857
1112,swim,0.4159039433086653,6.439674940917408,0.25
1112,site,0.1918040993835255,7.449697712656648,0.25
1112,someone,0.29956460689812503,7.4825043478120685,0.1667
1112,something,0.605335777147266,7.975322067501927,0.5
1112,saddle,0.0691960423493343,6.578891806504196,0.1667
1112,smile,0.206195269148022,7.213659178501003,0.4
1112,shady,0.15667281121035337,6.013979644042054,0.0001
1112,sketch,0.21649997914774977,6.765934860241304,0.0001
1112,skate,0.23485801931191796,5.583905769357642,0.5
1112,sea,0.29381562349866974,7.6537056597714415,0.25
1113,sock,0.0001,5.611217575584204,0.0001
1113,snake,0.35706643119202996,6.615078485603011,0.5
1113,satin,0.3248501923758842,6.109608578662344,0.2
1113,silk,0.5960415160632211,6.8198254776551295,0.2
1113,slime,0.3509768008449867,5.739721039142431,0.25
1113,slurry,0.5293553612834513,5.615269158541944,0.5
1113,snow,0.3352784949509554,7.1491371433873026,0.25
1113,slippery,0.43123987543953657,6.056839702277886,0.1667
1113,sale,0.3217647012032301,7.237681443956928,0.1667
1113,single,0.2386433204798455,7.779021666381591,0.3333
1113,sash,0.2558955357617452,5.865859333412902,0.1667
1113,sallow,0.3930774454880087,5.486565068032656,0.4
1113,soft,0.43224147842183136,7.291068203973199,0.2
1113,stud,0.2836719785773083,6.035601020568174,0.25
1113,sort,0.21831966275817116,7.470919525581757,0.25
1113,sideways,0.4002225084937072,6.0914481728057845,0.1667
1113,steering,0.4588546405199063,6.317730178508493,0.1667
1113,steed,0.2866387898494248,5.876402030170852,0.3333
1113,stallion,0.5642997802412753,5.768888839464526,0.2857
1114,snake,0.0001,6.615078485603011,0.0001
1114,snorkel,0.3345862429006037,5.002563443006112,0.3333
1114,snot,0.328882219692995,4.9608844207906,0.3333
1114,snicker,0.28366862069988086,4.94568026440605,0.4
1114,smiling,0.35924756415145875,6.813336220349036,0.1667
1114,smitten,0.3679406123635105,5.7344445706050315,0.3333
1114,sharing,0.21146830593244337,6.862428125346265,0.0001
1114,shareholders,0.31687433922768604,6.488340004367115,0.3333
1114,shit,0.1667707876855845,6.484457295946375,0.1111
1114,shot,0.4982965557479936,7.257244591494992,0.6667
1114,shitting,0.3953211626625759,4.645834751418948,0.3333
1114,shig,0.32457301804101557,3.853393977450666,0.0001
1114,shick,0.3688383627928602,4.195622943586937,0.0001
1114,skit,0.20322126652898231,5.14622108881188,0.25
1114,sky,0.14219087447978618,7.192686463821908,0.5
1114,skewer,0.18719326440205009,5.080810409919079,0.4
1114,sour,0.2993874254155888,6.377213880800154,0.4
1114,stutter,0.21820406064339204,5.2129994819759,0.4
1114,stupid,0.3587186256927668,6.68825559560363,0.3333
1114,sarcastic,0.40111514455972275,5.805962772438023,0.1111
1114,sing,0.1633963387904328,6.972556288005287,0.1111
1114,singing,0.7738805960934312,6.955782245974449,0.6
1114,sell,0.3262995954705321,7.165380233390463,0.2
1114,sort,0.15399359623923714,7.470919525581757,0.25
1114,skyrocket,0.235850115872288,4.765400296946214,0.375
1114,socket,0.22154231017669712,6.070871281448449,0.5
1114,song,0.1934629745960923,7.268436030800272,0.2
1123,sheer,0.0001,6.535926741395569,0.0001
1123,shark,0.23603568624340499,6.054603863042017,0.5
1123,seal,0.33615430688303394,6.7887631027870565,0.0001
1123,silver,0.15071352964291607,7.317253288919921,0.4
1123,slide,0.21775900287212524,6.712599704384631,0.4
1123,shiver,0.32082626808997494,5.874210951508707,0.0001
1123,slick,0.2864326530782946,5.941551680029185,0.0001
1123,sketch,0.22212903988491217,6.765934860241304,0.25
1123,sack,0.2929916739931504,6.315970345456917,0.25
1123,satchel,0.5564340719051928,5.4368223370003825,0.2857
1126,snake,0.0001,6.615078485603011,0.0001
1126,severe,0.18238586117222277,7.243444878863877,0.2
1126,save,0.20635899247408462,7.350612827540583,0.4
1126,synthesizer,0.16250758898784667,5.2885107969107885,0.1111
1126,sometimes,0.01824167512311281,7.804773570871462,0.2222
1126,solid,0.2169124826157851,7.247558378361359,0.1429
1126,sweet,0.42377867029510063,7.258227813889844,0.2
1126,savoury,0.4110075633415424,4.962672336236555,0.125
1126,significant,0.2895856851571097,7.519544665273617,0.0909
1126,savour,0.29451510038936624,5.318824770369201,0.0909
1126,satisfy,0.4088490797618869,6.867339832485192,0.1429
1126,succinct,0.3834743763050119,5.569852423375166,0.125
1126,separate,0.21769330788555297,7.430066860021535,0.25
1126,several,0.21253283771527243,7.995715158835464,0.3333
1126,scissors,0.15454214002463684,6.104919824447994,0.1667
1126,school,0.2653633680313161,8.050459155669007,0.2
1135,sadistic,0.0001,5.586386987968813,0.0001
1135,stimulate,0.31830466393972023,6.513386089625256,0.1111
1135,stymie,0.21038071519347712,4.5642279988187555,0.3333
1135,sound,0.32700031311304545,7.61715626051434,0.2
1135,swift,0.2202143178378746,6.724864390368658,0.2
1135,swelter,0.27583930681811375,4.247654175819024,0.5
1135,seaweed,0.09664875601420453,5.66333147667138,0.1667
1135,sarcastic,0.09130915159914532,5.805962772438023,0.1111
1135,serious,0.4195013216979453,7.438836351257019,0.3333
1135,sink,0.20809169312110232,6.666522005248026,0.3333
1135,swim,0.5455565564559205,6.439674940917408,0.25
1135,soak,0.4622159229661178,5.9301744514863515,0.25
1135,sand,0.41483280719982285,7.111572392531399,0.25
1135,sun,0.3670138372938757,7.566833491878991,0.5
1135,state,0.32437927181810555,8.299491682994473,0.25
1135,strafe,0.12427548060466465,4.681322659957815,0.6
1135,sight,0.16525549333388734,7.346721166565273,0.2
1135,see,0.535908311514297,8.548471884483492,0.3333
1135,screen,0.37185231163907684,7.110452936501757,0.4
1135,savour,0.31382641261346733,5.318824770369201,0.2
1135,and,0.17403586729996046,9.926774682044018,0.0001
1135,saver,0.1107359304515273,5.440446217460643,0.0001
1161,sat,0.0001,7.48054575210492,0.0001
1161,sit,0.369687765229306,7.2589020163130495,0.6667
1161,steep,0.2164792462841646,6.621805863905765,0.25
1161,stool,0.20609436253611713,6.316314916860681,0.5
1161,standing,0.39125175891594854,7.420678832728648,0.2857
1161,ship,0.356820594230152,7.371707725544684,0.0001
1161,shoot,0.39130445674307457,6.744297521671926,0.3333
1161,shake,0.44184164016061445,6.717059232008324,0.3333
1161,step,0.44015982661712894,7.565751743996315,0.0001
1161,stone,0.24156107741923494,7.421253899134772,0.5
1161,snake,0.3027187298654537,6.615078485603011,0.25
1161,snail,0.399014754895329,5.853805251565671,0.75
1161,smell,0.2789285898330003,6.827922129458842,0.5
1161,see,0.20952892268947787,8.548471884483492,0.25
1161,sewer,0.20879107812583764,6.094869602261447,0.3333
1161,sail,0.34560061519488694,6.713868139492907,0.3333
1161,seek,0.31555322735761226,7.242545776190483,0.3333
1161,sandwich,0.23487907404815278,6.319168334964501,0.1429
1162,snake,0.0001,6.615078485603011,0.0001
1162,source,0.02635574771460103,7.631644675057596,0.25
1162,simple,0.1492464927680176,7.664841827231401,0.1667
1162,sound,0.4647543869789751,7.61715626051434,0.1667
1162,slice,0.27679556603312294,6.36505497218054,0.25
1162,sleep,0.25809810644274944,7.365752430885306,0.5
1162,slate,0.12141931364363878,6.298813355198455,0.5
1162,sling,0.33042932783663725,5.8213418728352115,0.5
1162,sample,0.20634126212486847,7.3560712357258575,0.1667
1162,sane,0.08878463915028345,6.103227813596749,0.1667
1162,sand,0.12235119332763378,7.111572392531399,0.5
1162,sound,0.26665608450650224,7.61715626051434,0.75
1162,sears,0.09625123425116022,6.086570163371888,0.25
1162,skin,0.14275448010734215,7.407126082589493,0.25
1162,slide,0.26837448019015697,6.712599704384631,0.25
1162,see,0.2915701579825529,8.548471884483492,0.25
1162,seep,0.22348516024295173,5.366099684486487,0.6667
1162,spoon,0.34340044069915965,6.342219501928765,0.25
1162,spine,0.27490657312651035,6.609465168715,0.75
1162,spin,0.37914105401443954,6.598917057269324,0.75
1162,stand,0.4337136302559166,7.524294021687259,0.4
1162,stare,0.4610423466948017,6.431953039593451,0.4
1184,start,0.0001,7.5054501891682,0.0001
1184,send,0.4471551684548263,7.346595016382697,0.2
1184,sent,0.49216840273322926,7.664274644009382,0.75
1184,sex,0.09144193477598406,7.375050542790142,0.5
1184,sent,0.09144193477598406,7.664274644009382,0.5
1184,scent,0.17108459548051436,6.368299346278077,1.0
1184,satire,0.11816061304749503,6.278210622136937,0.2
1184,saturday,0.1523099347016159,6.889993556632564,0.5
1184,son,0.19944118885484274,7.799132948441903,0.1667
1184,soon,0.19675788633182312,7.801665278220831,0.6667
1184,so,0.26009779170858394,8.754624443157086,0.3333
1184,sought,0.3634882046946273,7.252633134967408,0.3333
1184,solid,0.1487536274382495,7.247558378361359,0.2
1184,solely,0.21631469600523734,6.766963620390889,0.4
1184,sod,0.06967932912239738,5.973941623873232,0.2
1184,sob,0.3359648130091054,5.87283429190596,0.6667
1184,sing,0.36910978272250605,6.972556288005287,0.3333
1184,signify,0.35284204609992686,6.238947896246734,0.2857
1184,suffer,0.2567340451251896,6.998933062121055,0.2857
1184,stiff,0.3839083159084453,6.620547866613019,0.25
1184,sole,0.33019299441268735,6.862489405332668,0.25
1185,shark,0.0001,6.054603863042017,0.0001
1185,sink,0.36876539040714995,6.666522005248026,0.25
1185,swing,0.37642637426098813,6.637430285139785,0.5
1185,sort,0.22962450756237185,7.470919525581757,0.25
1185,sandwich,0.21993832860022355,6.319168334964501,0.1429
1185,samurai,0.2679343302641862,5.730346955844759,0.2857
1185,super,0.20950890975733794,6.62247276051273,0.1667
1185,superintendent,0.030244813475315824,6.659117295171987,0.2308
1185,sophomore,0.19394218364921056,5.771352266207899,0.0769
1185,soccer,0.24372595321789003,6.065048004120502,0.3333
1185,softball,0.5344360917000477,5.581509341064355,0.1429
1185,step,0.14440884665648435,7.565751743996315,0.2857
1185,string,0.24528616249576007,7.018933973179382,0.4
1185,shrink,0.2219862783593941,6.20042666278484,0.4
1185,swing,0.3451090209583012,6.637430285139785,0.4
1185,sport,0.2700110761784833,6.733967955308174,0.2
1185,swap,0.29302648342166626,5.90258645647167,0.2
1185,swat,0.12571511961992377,5.319120639695111,0.75
1185,swank,0.14086686278076666,5.083466785473887,0.4
1185,scab,0.17645311474798153,5.467685043616782,0.4
1185,stab,0.34632368489821885,5.888101954476044,0.75
1185,smack,0.5285362657548397,5.720478495926727,0.5
1185,smart,0.22942233101804999,6.701369269301898,0.4
1185,scotch,0.1636531075825549,6.398663981815044,0.4
1185,sanction,0.2063123442202779,6.378249052354975,0.2857
1185,setup,0.137870003520978,6.339159958747591,0.1429
1185,set,0.4605807119206766,8.06384952470184,0.6
1185,setting,0.6868350539124544,7.337963728197919,0.6
1185,situation,0.545145756561396,7.639681190834016,0.125
1185,shift,0.3083463353860363,7.088783148366424,0.0001
1185,shirt,0.2564500406480361,6.810552473794942,0.5
1185,shorts,0.46609133061520813,6.041831495636712,0.4
1185,sideburn,0.3170673755110759,3.7633531087482153,0.0001
1195,simmer,0.0001,5.990749863400352,0.0001
1195,super,0.2472435537503992,6.62247276051273,0.5
1195,sock,0.11155076233965322,5.611217575584204,0.25
1195,sunny,0.18369580145794162,6.397086041550398,0.25
1195,super,0.44824373486546554,6.62247276051273,0.25
1195,sassy,0.33500702242468083,5.120093309340506,0.25
1195,synopsis,0.2464411002263286,5.890227583334301,0.25
1195,story,0.43748085802153025,7.74927294207649,0.125
1195,segment,0.2710050627889663,6.852996326224848,0.1429
1195,store,0.30247677497815806,7.288704146627305,0.1429
1195,superstore,0.47536685908698995,4.420797100999845,0.375
1195,super,0.1841148837578146,6.62247276051273,0.5
1195,market,0.15517930826977944,7.669130754336801,0.0001
1195,sunday,0.28437525160172816,7.141592612410585,0.0001
1195,setting,0.2148094473511466,7.337963728197919,0.2
1199,seven,0.0001,7.528325902244642,0.0001
1199,september,0.44948757093828795,7.435721319678374,0.25
1199,salt,0.1591246171467131,7.265878259291226,0.25
1199,salsa,0.33312842495215134,5.596000768409117,0.6
1199,samba,0.33974199487873,5.389173174828805,0.4
1199,sting,0.23269184267482645,6.1126391807738,0.2
1199,stain,0.23692961300414694,6.420870765441375,0.5
1199,stamp,0.28689892880915413,6.551672455914074,0.4
1199,stomp,0.19617608870880432,5.253573023001415,0.8
1199,stall,0.19913863686385758,6.137196445253221,0.4
1199,stereo,0.23583929298181439,5.998790980022807,0.3333
1199,steer,0.3342531090645319,6.135401417160933,0.5
1199,sound,0.3659271816984202,7.61715626051434,0.25
1199,seem,0.3843273984834079,7.625480023366364,0.25
1199,sooth,0.3474349738660676,5.485870423536161,0.3333
1201,sequence,0.0001,7.181771151870635,0.0001
1201,satin,0.1148428894041611,6.109608578662344,0.4286
1201,sexy,0.284865282947508,5.8878776864390545,0.2
1201,summer,0.30181270199745913,7.477408720412804,0.2
1201,stimulate,0.07526169648082148,6.513386089625256,0.2222
1201,subtract,0.28624042579496045,6.1322683369014515,0.2222
1201,subway,0.048869618497228595,6.035922592802689,0.25
1201,same,0.10818191849444281,8.357035962133493,0.2
1201,sex,0.17896477659215404,7.375050542790142,0.25
1201,similarity,0.20598459336395414,6.587375856687649,0.2
1201,salvation,0.19084829949043858,6.8837850637492295,0.2
1201,salutation,0.42152712797942915,5.724347972887489,0.3636
1202,sashay,0.0001,4.144885418287142,0.0001
1202,sound,0.17877057504929839,7.61715626051434,0.2
1202,sand,0.26665608450650224,7.111572392531399,0.75
1202,salt,0.4254643354741391,7.265878259291226,0.25
1202,safe,0.20374293298535018,7.2472045476817,0.25
1202,sag,0.09304525446326173,5.7612894524752685,0.3333
1202,sap,0.14496965148425578,6.169404605778433,0.6667
1202,sarong,0.11275212743969387,4.719927617893979,0.25
1202,salamander,0.20965443352405966,5.4102709642521845,0.1111
1202,salacious,0.24705327458073068,4.858206237748923,0.2222
1202,sat,0.1491996264721568,7.48054575210492,0.1429
1202,satin,0.23502011559565184,6.109608578662344,0.6
1202,say,0.10057376972622989,8.111362426871608,0.2
1202,saw,0.32315495523563553,7.844438746128859,0.5
1202,sabbatical,0.1764971720941988,5.376135138847738,0.1111
1202,sacrum,0.1182317795454475,5.598685475750635,0.2222
1202,sugar,0.14984491280952006,7.202112247068872,0.0001
1202,seem,0.1483209105850295,7.625480023366364,0.0001
1202,says,0.4114249741681134,7.771681553132863,0.3333
1203,snake,0.0001,6.615078485603011,0.0001
1203,sunshine,0.2577660783291431,6.534681877925845,0.3333
1203,some,0.24943179708912466,8.636168966004211,0.3333
1203,savour,0.2524893114146569,5.318824770369201,0.2
1203,sinister,0.329618052942497,6.132871946063572,0.1429
1203,sap,0.22661295429892536,6.169404605778433,0.1429
1203,siskin,0.18187345062967053,4.4863171082391835,0.1667
1203,sailboat,0.28532485986977085,5.356069858369681,0.1667
1203,sail,0.7449806434247281,6.713868139492907,0.5
1203,supper,0.28601083174795394,6.74628366436464,0.25
1203,soap,0.2782938757457287,6.58887504095068,0.5
1203,snake,0.25657673317457996,6.615078485603011,0.25
1204,snoop,0.0001,5.034375746436004,0.0001
1204,soap,0.16612760337032895,6.58887504095068,0.5
1204,satisfy,0.18237865438330625,6.867339832485192,0.1429
1204,simple,0.24456302540769215,7.664841827231401,0.1429
1204,suri,0.009771963045751564,4.609637089632301,0.1667
1204,silly,0.14401254755616744,6.539029026753216,0.2
1204,source,0.17111143055056288,7.631644675057596,0.25
1204,sent,0.1768255787944707,7.664274644009382,0.25
1204,sample,0.17201679831594396,7.3560712357258575,0.1667
1204,scissors,0.16989690324252382,6.104919824447994,0.1667
1204,slippers,0.27156065083764147,5.943607279331387,0.6667
1204,soccer,0.19618738885855835,6.065048004120502,0.3333
1204,sat,0.29258910604636235,7.48054575210492,0.25
1204,situated,0.2563127548093216,6.798158695854993,0.25
1204,side,0.4395770680119101,7.990501249669921,0.25
1204,screen,0.41234218262615796,7.110452936501757,0.2
1205,stealthy,0.0001,5.397934797106985,0.0001
1205,stupid,0.2579092734445969,6.68825559560363,0.3333
1205,sometime,0.2870343673702088,6.4221457987611865,0.1667
1205,somewhat,0.5704485265611267,7.418510448223463,0.5
1205,stutter,0.1771388500453729,5.2129994819759,0.3333
1205,sought,0.1936780230944679,7.252633134967408,0.4
1205,symbol,0.145494386423085,6.98213540429746,0.1667
